800183,steam:110000109890bfd,Regina,-14495224,7000,82YAD982,"",,0,1,"{""color"":{""secondary"":{""blue"":8,""green"":8,""red"":8,""type"":6},""pearlescent"":111,""primary"":{""blue"":89,""green"":84,""red"":81,""type"":6}},""wheels"":{""color"":156,""type"":0},""windows"":0,""tyreburst"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""mods"":[],""neons"":{""blue"":255,""green"":255,""red"":255,""enabled"":0}}",Pendergast,Carson,1
800184,steam:110000139b601a3,Dilettante,-1130810103,8000,03FIY210,"[1000.0,1000]",Garage Central,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":111,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":84,""type"":6,""red"":81,""blue"":89}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",Koletzki,Oliver,1
800185,steam:110000111944510,Blista,-344943009,5000,61MZT834,"[998.875,999]",Garage Central,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":5,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":59,""type"":6,""red"":50,""blue"":71}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",Karter,Rose,1
800186,steam:110000117f5e047,Blista,-344943009,5000,83FQN275,"[1000.0,1000]",,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":5,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":59,""type"":6,""red"":50,""blue"":71}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",Costa,Daniel,1
800187,steam:110000132616fd6,Blista,-344943009,5000,84OTP826,"[923.33465576172,997]",,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":35,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":12,""type"":6,""red"":56,""blue"":0}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",Or,Jery,1
800188,steam:110000101bc5bcc,Dilettante,-1130810103,8000,21DOR752,"[1000.0,1000]",,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":1,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":8,""type"":6,""red"":8,""blue"":8}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",Fox,Josh,1
800192,steam:11000011d7a0bec,Sanchez Sport,788045382,6000,04IRX636,"[282.0,868]",,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":0,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":8,""type"":6,""red"":8,""blue"":8}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",0,0,1
800193,steam:1100001399ee460,Sanchez,-1453280962,5000,41OVX744,"[899.43572998047,982]",,0,1,"{""wheels"":{""type"":0,""color"":0},""color"":{""primary"":{""blue"":227,""red"":104,""type"":0,""green"":64},""secondary"":{""type"":2,""red"":48,""blue"":127,""green"":191},""pearlescent"":34},""mods"":[],""neons"":{""enabled"":0,""red"":255,""blue"":255,""green"":255},""windows"":0,""tyreburst"":{""enabled"":0,""red"":255,""blue"":255,""green"":255}}",Makizu,Abdel,1
800194,steam:11000011271c3c0,Faggio,55628203,3000,46TSF358,,,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":111,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":94,""type"":6,""red"":90,""blue"":102}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",Quito,Quispe ,1
800195,steam:110000114061f62,Blista,-344943009,5000,87QAR952,"[829.84375,977]",,0,1,"{""mods"":[],""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":4,""secondary"":{""green"":8,""type"":6,""red"":8,""blue"":8},""primary"":{""green"":15,""type"":6,""red"":15,""blue"":15}},""tyreburst"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""neons"":{""green"":255,""enabled"":0,""red"":255,""blue"":255},""windows"":0}",Cross,Aman,1
800196,steam:1100001399ee460,Panto,-431692672,5000,69DHT835,"[1000.0,1000]",,0,1,"{""color"":{""primary"":{""blue"":0,""red"":105,""type"":6,""green"":0},""pearlescent"":0,""secondary"":{""blue"":0,""red"":105,""type"":6,""green"":0}},""windows"":0,""wheels"":{""type"":0,""color"":156},""mods"":[],""tyreburst"":{""enabled"":0,""red"":255,""green"":255,""blue"":255},""neons"":{""enabled"":0,""red"":255,""green"":255,""blue"":255}}",Makizu,Abdel,1
800197,steam:11000010b27405f,Dominator,80636076,8000,02SZW978,"[1000.0,990]",,0,1,"{""color"":{""primary"":{""blue"":0,""red"":120,""type"":6,""green"":0},""pearlescent"":0,""secondary"":{""blue"":8,""red"":8,""type"":6,""green"":8}},""windows"":0,""wheels"":{""type"":0,""color"":156},""mods"":[],""tyreburst"":{""enabled"":0,""red"":255,""green"":255,""blue"":255},""neons"":{""enabled"":0,""red"":255,""green"":255,""blue"":255}}",Aiden,Lemingston,1
800198,steam:110000102b6df4f,Rhapsody,841808271,8000,67GCC567,"[908.16955566406,987]",,0,1,"{""color"":{""primary"":{""blue"":5,""red"":5,""type"":6,""green"":5},""pearlescent"":0,""secondary"":{""blue"":5,""red"":5,""type"":6,""green"":5}},""windows"":0,""wheels"":{""type"":0,""color"":156},""mods"":[],""tyreburst"":{""enabled"":0,""red"":255,""green"":255,""blue"":255},""neons"":{""enabled"":0,""red"":255,""green"":255,""blue"":255}}",Oaï,Marius,1
800200,steam:1100001399ee460,Sanchez Sport,788045382,6000,43EBR001,"[1.4012984643248e-43,1000]",,0,1,"{""neons"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""windows"":0,""mods"":[],""tyreburst"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""color"":{""primary"":{""blue"":8,""green"":8,""red"":8,""type"":6},""secondary"":{""blue"":8,""green"":8,""red"":8,""type"":6},""pearlescent"":0},""wheels"":{""color"":156,""type"":0}}",Makizu,Abdel,1
800203,steam:110000109890bfd,Cognoscenti 55,906642318,43000,22NRQ598,"[959.64385986328,994]",,0,1,"{""neons"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""windows"":0,""mods"":[],""tyreburst"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""color"":{""primary"":{""blue"":8,""green"":8,""red"":8,""type"":6},""secondary"":{""blue"":8,""green"":8,""red"":8,""type"":6},""pearlescent"":156},""wheels"":{""color"":156,""type"":0}}",Pendergast,Carson,1
800205,steam:1100001075f1b9a,Akuma,1672195559,10000,06HUI984,"[996.25,1000]",Garage Central,2,1,"{""neons"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""windows"":0,""mods"":[],""tyreburst"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""color"":{""primary"":{""blue"":8,""green"":8,""red"":8,""type"":6},""secondary"":{""blue"":33,""green"":30,""red"":28,""type"":6},""pearlescent"":4},""wheels"":{""color"":156,""type"":0}}",Boniface,Leon,1
800206,steam:1100001129d31d7,Felon,-391594584,45000,64YNB186,"[972.66815185547,999]",LSPD,0,1,"{""windows"":0,""wheels"":{""choice"":-1,""type"":1,""color"":156},""mods"":[],""neons"":{""enabled"":0,""red"":255,""blue"":255,""green"":255},""color"":{""primary"":{""type"":6,""red"":28,""blue"":33,""green"":30},""secondary"":{""type"":6,""red"":8,""blue"":8,""green"":8},""pearlescent"":7},""tyreburst"":{""enabled"":0,""red"":255,""blue"":255,""green"":255}}",Delacour,Jean,1
800210,steam:1100001161c9eb2,Akuma,1672195559,10000,49WOQ347,"[1000.0,980]",Freeway west,0,1,"{""tyreburst"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""windows"":0,""color"":{""secondary"":{""blue"":33,""red"":28,""type"":6,""green"":30},""primary"":{""blue"":8,""red"":8,""type"":6,""green"":8},""pearlescent"":4},""mods"":[],""neons"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""wheels"":{""type"":0,""color"":156}}",Elpablo,Jackie,1
800211,steam:11000011838b088,Dominator,80636076,8000,45WIZ543,"[985.0,997]",,0,1,"{""tyreburst"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""windows"":0,""color"":{""secondary"":{""blue"":0,""red"":0,""type"":6,""green"":0},""primary"":{""blue"":71,""red"":50,""type"":6,""green"":59},""pearlescent"":5},""mods"":[],""neons"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""wheels"":{""type"":0,""color"":156}}",O'Neil,Tiego,1
800215,steam:110000100a7caed,Sanchez,-1453280962,5000,68YFC238,"[1000.0,1000]",,0,1,"{""tyreburst"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""windows"":0,""color"":{""secondary"":{""blue"":11,""red"":38,""type"":6,""green"":3},""primary"":{""blue"":11,""red"":38,""type"":6,""green"":3},""pearlescent"":34},""mods"":[],""neons"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""wheels"":{""type"":0,""color"":0}}",Devis,Aaron,1
800216,steam:110000111b9de20,Blazer,-2128233223,4000,26BWT108,"[1000.0,1000]",,0,1,"{""tyreburst"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""type"":6,""green"":8},""primary"":{""blue"":38,""red"":31,""type"":6,""green"":34},""pearlescent"":5},""mods"":[],""neons"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""wheels"":{""type"":0,""color"":156}}",Pompidou,Billy,1
800219,steam:11000010e76b780,Sanchez,-1453280962,5000,69ARH567,"[1000.0,1000]",,0,1,"{""tyreburst"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""type"":6,""green"":8},""primary"":{""blue"":196,""red"":0,""type"":6,""green"":85},""pearlescent"":0},""mods"":[],""neons"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""wheels"":{""type"":0,""color"":0}}",0,0,1
800221,steam:11000010d5dce31,Zombie Chopper,-570033273,24000,63YRW799,"[732.68609619141,1000]",LSPD,0,1,"{""windows"":0,""color"":{""primary"":{""blue"":5,""type"":6,""red"":5,""green"":5},""pearlescent"":0,""secondary"":{""blue"":5,""type"":6,""red"":5,""green"":5}},""mods"":{""1"":0,""2"":0,""3"":2,""4"":2,""0"":7,""48"":11,""10"":3,""5"":0,""15"":-1,""7"":3,""8"":7},""neons"":{""enabled"":0,""blue"":255,""red"":255,""green"":255},""wheels"":{""choice"":12,""type"":6,""color"":1},""tyreburst"":{""enabled"":1,""blue"":0,""red"":0,""green"":0}}",Stephenson,Abraham,1
800222,steam:110000102d61caf,Sanchez,-1453280962,5000,24OTH015,"[971.97357177734,980]",Garage Central,0,1,"{""wheels"":{""type"":7,""choice"":-1,""color"":0},""mods"":[],""windows"":0,""color"":{""primary"":{""type"":6,""green"":30,""red"":28,""blue"":33},""pearlescent"":2,""secondary"":{""type"":6,""green"":30,""red"":28,""blue"":33}},""neons"":{""red"":255,""green"":255,""enabled"":0,""blue"":255},""tyreburst"":{""red"":255,""green"":255,""enabled"":0,""blue"":255}}",Maccalloway,Peter,1
800223,steam:11000010ec85805,Blista,-344943009,5000,02UTD597,,,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""green"":8,""type"":6},""pearlescent"":38,""primary"":{""blue"":9,""red"":97,""green"":16,""type"":6}}}",0,0,1
800224,steam:110000110a93662,Blista,-344943009,5000,01ESC137,"[1000.0,1000]",Freeway west,0,1,"{""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":1,""color"":{""primary"":{""green"":8,""red"":8,""type"":6,""blue"":8},""pearlescent"":1,""secondary"":{""green"":8,""red"":8,""type"":6,""blue"":8}},""neons"":{""enabled"":0,""red"":255,""green"":255,""blue"":255},""tyreburst"":{""enabled"":0,""red"":255,""green"":255,""blue"":255}}",Light,Tyler,1
800225,steam:110000114c58e71,Faggio,55628203,3000,03GUE178,,,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":15,""red"":15,""green"":15,""type"":6},""pearlescent"":5,""primary"":{""blue"":51,""red"":51,""green"":51,""type"":6}}}",Boulanger,Michel,2
800226,steam:110000114f0ea9f,Blazer,-2128233223,4000,84MKD545,,,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":135,""red"":119,""green"":124,""type"":6},""pearlescent"":111,""primary"":{""blue"":8,""red"":8,""green"":8,""type"":6}}}",Kyle,Chris,1
800227,steam:11000011c57a765,Blista,-344943009,5000,08YVK328,"[933.17767333984,989]",Garage Central,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""green"":8,""type"":6},""pearlescent"":111,""primary"":{""blue"":89,""red"":81,""green"":84,""type"":6}}}",Macéo,Léopold,1
800228,steam:1100001119126df,Blista,-344943009,5000,09UIR323,"[745.0,992]",,1,1,"{""tyreburst"":{""red"":255,""blue"":255,""enabled"":0,""green"":255},""color"":{""pearlescent"":12,""primary"":{""blue"":0,""type"":3,""red"":0,""green"":0},""secondary"":{""blue"":0,""type"":3,""red"":0,""green"":0}},""windows"":1,""neons"":{""red"":255,""blue"":0,""green"":0,""enabled"":false},""xenons"":1,""mods"":{""15"":2},""wheels"":{""choice"":12,""type"":0,""color"":12}}",Rina,Dereck,1
800230,steam:11000010b613f7a,Blista,-344943009,5000,85PYA136,"[804.87390136719,973]",Freeway west,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""green"":8,""type"":6},""pearlescent"":111,""primary"":{""blue"":102,""red"":90,""green"":94,""type"":6}}}",Ignacio,Pablito,1
800231,steam:110000136828494,Sanchez,-1453280962,5000,47WSN105,"[870.87017822266,976]",,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":47,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":0,""red"":105,""green"":0,""type"":6},""pearlescent"":27,""primary"":{""blue"":0,""red"":105,""green"":0,""type"":6}}}",Gray,Grady,1
800232,steam:1100001101366d8,StreetBlazer,-440768424,25000,04TFA584,"[1000.0,1000]",Barrio,0,1,"{""mods"":[],""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""windows"":0,""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":70,""secondary"":{""blue"":1,""red"":255,""green"":145,""type"":4},""primary"":{""blue"":1,""red"":255,""green"":145,""type"":4}},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0}}",Salvador,Juan,1
800234,steam:1100001077aea04,Blista,-344943009,5000,40BUN738,"[753.35601806641,964]",,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""green"":8,""type"":6},""pearlescent"":65,""primary"":{""blue"":20,""red"":0,""green"":13,""type"":6}}}",Quinn,Sonny,1
800236,steam:110000109d9fe59,Blista,-344943009,5000,22FUR541,"[1000.0,1000]",,1,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""green"":8,""type"":6},""pearlescent"":111,""primary"":{""blue"":102,""red"":90,""green"":94,""type"":6}}}",Beyn,Micheal,1
800237,steam:110000115ddd132,Akuma,1672195559,10000,01SQB028,"[995.0,935]",Hopital civil,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":33,""red"":28,""green"":30,""type"":6},""pearlescent"":4,""primary"":{""blue"":8,""red"":8,""green"":8,""type"":6}}}",Elpablo,Tony,1
800240,steam:1100001031f3ea2,Akuma,1672195559,10000,46VAX299,"[1000.0,1000]",Hopital civil,0,1,"{""neons"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""tyreburst"":{""blue"":255,""red"":255,""green"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""mods"":[],""windows"":0,""color"":{""secondary"":{""blue"":33,""red"":28,""green"":30,""type"":6},""pearlescent"":4,""primary"":{""blue"":8,""red"":8,""green"":8,""type"":6}}}",Kingston,Marley,1
800241,steam:11000010ce5670a,Faggio,55628203,3000,42WZF386,"[1000.0,888]",Barrio,0,1,"{""tyreburst"":{""blue"":255,""green"":255,""red"":255,""enabled"":0},""wheels"":{""color"":156,""type"":0},""color"":{""pearlescent"":112,""primary"":{""blue"":1,""green"":145,""red"":255,""type"":0},""secondary"":{""green"":15,""type"":6,""red"":15,""blue"":15}},""windows"":0,""mods"":{""18"":1,""15"":-1,""11"":3,""12"":2},""neons"":{""blue"":255,""green"":255,""red"":255,""enabled"":0}}",GAVIRIA,Emilio,1
800245,steam:11000013598c992,Blista,-344943009,5000,63DJW233,"[1000.0,1000]",,0,1,"{""wheels"":{""color"":156,""type"":0},""tyreburst"":{""red"":255,""blue"":255,""green"":255,""enabled"":0},""color"":{""secondary"":{""blue"":8,""type"":6,""green"":8,""red"":8},""primary"":{""blue"":102,""type"":6,""green"":94,""red"":90},""pearlescent"":5},""mods"":[],""windows"":0,""neons"":{""red"":255,""blue"":255,""green"":255,""enabled"":0}}",Balla,Kyle,1
800246,steam:1100001129d31d7,Patrouille,1682114128,1,88LSP888,"[995.85638427734,1000]",LSPD,0,1,"{""tyreburst"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""windows"":0,""color"":{""secondary"":{""blue"":8,""red"":8,""type"":6,""green"":8},""primary"":{""blue"":15,""red"":15,""type"":6,""green"":15},""pearlescent"":4},""mods"":[],""neons"":{""blue"":255,""red"":255,""enabled"":0,""green"":255},""wheels"":{""type"":0,""color"":156}}",Delacour,Jean,1
800248,steam:1100001075f1b9a,Patrouille,1682114128,1,90LSP999,"[1000.0,1000]",LSPD,0,1,"{""tyreburst"":{""green"":255,""red"":255,""blue"":255,""enabled"":0},""mods"":[],""neons"":{""green"":255,""red"":255,""blue"":255,""enabled"":0},""wheels"":{""choice"":11,""type"":2,""color"":156},""windows"":0,""color"":{""pearlescent"":4,""primary"":{""green"":15,""red"":15,""blue"":15,""type"":6},""secondary"":{""green"":8,""red"":8,""blue"":8,""type"":6}}}",Boniface,Leon,1
800249,steam:11000010dbec0f1,Faggio,55628203,3000,05BJX019,"[1000.0,1000]",Barrio,0,1,"{""wheels"":{""color"":156,""type"":0},""tyreburst"":{""red"":255,""blue"":255,""green"":255,""enabled"":0},""color"":{""secondary"":{""blue"":18,""type"":6,""green"":18,""red"":18},""primary"":{""blue"":120,""type"":6,""green"":78,""red"":59},""pearlescent"":60},""mods"":[],""windows"":0,""neons"":{""red"":255,""blue"":255,""green"":255,""enabled"":0}}",Rodriguez,Carlos,1
800250,steam:11000010f3eacfd,Blista,-344943009,5000,21FTA006,,,0,1,"{""wheels"":{""color"":156,""type"":0},""tyreburst"":{""red"":255,""blue"":255,""green"":255,""enabled"":0},""color"":{""secondary"":{""blue"":8,""type"":6,""green"":8,""red"":8},""primary"":{""blue"":71,""type"":6,""green"":59,""red"":50},""pearlescent"":5},""mods"":[],""windows"":0,""neons"":{""red"":255,""blue"":255,""green"":255,""enabled"":0}}",0,0,1
800252,steam:11000013707b763,Faggio,55628203,3000,82TFU674,,,0,1,"{""wheels"":{""color"":156,""type"":0},""tyreburst"":{""red"":255,""blue"":255,""green"":255,""enabled"":0},""color"":{""secondary"":{""blue"":0,""type"":6,""green"":72,""red"":189},""primary"":{""blue"":11,""type"":6,""green"":3,""red"":38},""pearlescent"":30},""mods"":[],""windows"":0,""neons"":{""red"":255,""blue"":255,""green"":255,""enabled"":0}}",0,0,1
800253,steam:110000116fa4573,Diabolus,-239841468,11000,46TOR694,"[1000.0,1000]",,0,1,"{""wheels"":{""color"":156,""type"":0},""tyreburst"":{""red"":255,""blue"":255,""green"":255,""enabled"":0},""color"":{""secondary"":{""blue"":8,""type"":6,""green"":8,""red"":8},""primary"":{""blue"":8,""type"":6,""green"":8,""red"":8},""pearlescent"":18},""mods"":[],""windows"":0,""neons"":{""red"":255,""blue"":255,""green"":255,""enabled"":0}}",Albrat,James,1
800254,steam:11000010f7ad2f7,Rhapsody,841808271,8000,68KYZ064,,,0,1,"{""wheels"":{""color"":156,""type"":0},""tyreburst"":{""red"":255,""blue"":255,""green"":255,""enabled"":0},""color"":{""secondary"":{""blue"":135,""type"":6,""green"":124,""red"":119},""primary"":{""blue"":135,""type"":6,""green"":124,""red"":119},""pearlescent"":111},""mods"":[],""windows"":0,""neons"":{""red"":255,""blue"":255,""green"":255,""enabled"":0}}",0,0,1
