steam:110000110856d5a,mp_m_freemode_01,"[-0.45,0,0.45,0.3,-0.25,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,-0.25]",0,23,8,0,10,0,0,0,0,0,0,0,0,0
steam:1100001031b2101,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",42,26,16,1,18,0,16,9,0,0,0,0,0,0
steam:110000139bd1a3a,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,24,14,5,14,0,0,0,0,0,0,0,0,0
steam:1100001075f1b9a,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,5,27,10,27,5,27,0,0,0,0,0,0
steam:11000010f090997,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,21,0,10,0,1,0,0,0,0,0,0,0
steam:11000011209c274,mp_m_freemode_01,"[-1.0,-0.8,0.45,0.35,0.1,0.1,-0.45,-0.4,0.15,0,-1.5,-1.0,-0.25,0.15,-0.45,0,0,0,0,0]",0,21,1,0,0,0,0,0,0,0,0,0,0,0
steam:1100001129d31d7,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65]",14,22,12,1,8,0,0,1,0,0,0,0,0,0
steam:110000109470248,mp_m_freemode_01,"[-1.0,-0.45,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,29,21,2,3,7,5,3,0,0,0,0,0,0
steam:110000103a44404,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",17,27,3,29,3,37,0,0,0,0,0,0,0,0
steam:11000010137aa9d,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",6,27,3,28,22,28,0,0,0,0,0,0,0,0
steam:11000010c812109,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,3,0,10,0,0,0,0,0,0,0,0,0
steam:1100001145786e4,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,25,14,3,0,0,0,0,0,0,0,0,0,0
steam:11000010660bc29,mp_m_freemode_01,"[-1.0,0.7,0.6,0.45,0.3,0.1,0.6,0.25,0.3,0.3,0.7,0.9,0,0.65,0.65,0.6,0.55,-9.7144514654701e-17,0.2,1.05]",19,38,4,2,3,1,29,2,0,0,0,0,0,0
steam:110000102b15485,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",44,41,21,0,10,0,1,1,0,0,0,0,0,0
steam:11000011ba2c5b2,mp_m_freemode_01,"[-1.0,-0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",6,22,3,0,3,0,0,0,0,0,0,0,0,0
steam:110000109f96556,mp_m_freemode_01,"[-1.0,0.25,0.6,0.2,-0.1,0.3,-0.1,-0.6,0.7,0.05,0.05,-0.3,1.3877787807814e-17,0.7,-0.95,0.2,0,0,0,0]",0,26,3,3,3,0,2,0,0,0,0,0,0,0
steam:1100001375e2181,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,18,0,8,0,4,0,0,0,0,0,0,0
steam:110000104bda9cf,mp_m_freemode_01,"[-0.85,-1.0,0.25,0,0,0.25,-0.5,0,-0.15,-0.65,-1.15,0.55,-0.2,0.4,-0.25,1.0,0.7,1.3877787807814e-17,0.15,1.35]",8,26,7,1,10,1,10,2,0,0,0,0,0,0
steam:110000102e429fc,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",19,37,14,31,0,0,0,0,0,0,0,0,0,0
steam:11000010e74bd8f,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,29,14,33,5,0,4,2,0,0,0,0,0,0
steam:1100001196d5539,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,3,0,0,0,0,0,0,0,0,0,0,0
steam:110000109fb7885,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,29,19,0,29,0,0,0,0,0,0,0,0,0
steam:11000010959ecab,mp_m_freemode_01,"[3.0,2.0,1.0,1.0,1.0,1.5,2.0,2.0,1.5,2.0,3.0,1.5,1.0,3.0,1.5,2.0,2.0,1.5,2.5,2.5]",0,21,0,0,0,0,0,0,0,0,0,0,0,0
steam:1100001068a917a,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,35,24,31,7,0,23,0,0,0,0,0,0,0
steam:11000011807a700,mp_m_freemode_01,"[0.25,0.35,0,0,0,0.2,0,1.5,0,0,0.55,0.35,0.1,0.55,0,0,0,0,0.1,1.1]",0,29,11,2,5,1,4,1,0,0,0,0,0,0
steam:1100001044e15bb,mp_m_freemode_01,"[0.35,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,0,0,0,2,3,0,0,0,0,0,0,0
steam:11000010652caa0,mp_m_freemode_01,"[3.0,-1.0,1.0,-1.5,-1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,23,1,2,1,2,2,1,0,0,0,0,0,0
steam:1100001349849a1,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,25,1,63,7,63,5,5,0,0,0,0,0,0
steam:110000103f682c2,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,32,14,0,18,0,1,1,0,0,0,0,0,0
steam:110000101fd2563,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,26,2,0,10,0,0,0,0,0,0,0,0,0
steam:11000010d0bdaf6,mp_m_freemode_01,NOT,19,31,47,4,10,3,7,6,0,0,0,0,0,0
steam:1100001120c40fc,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,23,8,20,3,60,29,2,0,0,0,0,0,0
steam:110000107caa6f0,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,1,10,10,8,2,0,0,0,0,0,0,0
steam:110000116f68242,mp_m_freemode_01,"[-0.1,-0.45,0.55,0.85,-0.15,-0.1,0.3,0.5,-0.15,-0.5,0,0.4,-0.45,-0.75,-1.2,-1.35,0.05,-0.7,-0.35,0]",4,41,64,63,18,10,20,0,0,0,0,0,0,0
steam:110000110a93662,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,29,39,0,15,0,1,1,0,0,0,0,0,0
steam:110000104947cc5,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",44,28,19,1,18,0,2,2,0,0,0,0,0,0
steam:110000105cb6301,mp_m_freemode_01,"[-1.0,-0.65,0.25,0.35,-0.05,-0.15,0.3,1.3877787807814e-17,-0.05,0.65,-0.5,-0.1,0.55,0.4,0.25,0.15,0.1,-0.75,-0.05,0.25]",0,21,21,4,7,2,23,2,0,0,0,0,0,0
steam:1100001327ad1b2,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,22,10,3,10,3,9,4,0,0,0,0,0,0
steam:110000135858261,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,25,3,0,9,3,5,0,0,0,0,0,0,0
steam:110000106963c2e,mp_m_freemode_01,"[0.55,-0.15,0.65,0.45,0.15,0.5,-0.55,0.099999999999999,0.5,-1.2351231148955e-15,0.8,0.85,0.6,0,0,0,0,0,1.35,2.5]",4,22,40,1,10,0,9,0,0,0,0,0,0,0
steam:11000010c1c8198,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,25,49,29,5,10,5,28,0,0,0,0,0,0
steam:11000010efb5a4f,mp_m_freemode_01,"[0.05,0.05,0.55,0.1,0,0,0.1,-0.95,-0.55,-1.0,-0.45,-0.3,0.4,0.9,-8.4654505627668e-16,-0.1,-0.4,-1.3877787807814e-17,-0.45,0.65]",0,22,4,28,18,27,0,7,0,0,0,0,0,0
steam:11000010eefee1b,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,22,3,3,3,0,0,0,0,0,0,0,0,0
steam:110000139d0e8ae,mp_m_freemode_01,"[0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",3,28,4,0,9,0,0,0,0,0,0,0,0,0
steam:1100001320064ee,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,26,3,0,10,0,0,0,0,0,0,0,0,0
steam:11000010c429854,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,32,16,1,10,0,1,3,0,0,0,0,0,0
steam:110000136828494,mp_m_freemode_01,"[0.3,-0.1,0,0,0,0,0,0,-0.4,0,-0.15,0,0,0.5,0.1,0,0.35,0,0,0]",0,26,3,0,29,0,1,0,0,0,0,0,0,0
steam:11000010652eb72,mp_m_freemode_01,"[0.1,-0.2,-0.1,1.3877787807814e-17,0,0,-0.1,0.25,0,0,0.4,-0.45,0.5,0.6,0.25,0,0,0.2,0.25,0.45]",0,38,2,0,18,27,0,1,0,0,0,0,0,0
steam:11000010d5dce31,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,31,0,1,27,0,0,0,0,0,0,0,0,0
steam:11000011c57a765,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,21,0,29,0,0,0,0,0,0,0,0,0
steam:1100001084b2363,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,22,3,3,1,4,5,13,0,0,0,0,0,0
steam:11000010fed4f20,mp_m_freemode_01,"[1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,24,0,0,0,1,3,7,0,0,0,0,0,0
steam:110000108a31848,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1]",2,21,57,11,10,11,2,11,0,0,0,0,0,0
steam:1100001370c400b,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,41,3,7,10,3,0,2,0,0,0,0,0,0
steam:11000011bf94a2e,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,0,0,0,0,0,0,0,0,0,0,0,0
steam:110000117368b74,mp_f_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",25,21,3,2,0,0,0,2,0,0,0,0,0,0
steam:110000136fb5753,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,11,5,2,2,0,0,0,0,0,0,0,0
steam:11000010cc0629e,mp_m_freemode_01,"[-1.0,-1.0,1.0,-0.049999999999999,0.5,-8.1878948066105e-16,-0.1,0,0,0,0,0,-0.4,0,0,0,0,0,0,0]",12,21,15,4,3,1,0,0,0,0,0,0,0,0
steam:11000011c13517e,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,24,0,0,0,0,0,0,0,0,0,0,0,0
steam:11000011ae72435,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,14,33,4,0,0,0,0,0,0,0,0,0
steam:110000114d59db9,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,22,21,10,18,9,9,0,0,0,0,0,0,0
steam:11000010429ba4e,mp_m_freemode_01,"[-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,5,0,0,0,0,1,0,0,0,0,0,0
steam:110000111b504ac,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,29,3,0,3,0,1,0,0,0,0,0,0,0
steam:11000010c375bbd,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,24,24,1,3,14,20,1,0,0,0,0,0,0
steam:110000102c8c24c,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0]",15,32,22,0,26,0,26,61,0,0,0,0,0,0
steam:11000010ce5670a,mp_m_freemode_01,"[0,0,0,0,0,0,1.75,-1.0,0,0.4,0.95,0,0,0,0,0,0,0,0,0]",17,28,0,0,8,0,0,0,0,0,0,0,0,0
steam:110000112ec5b01,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,26,3,0,0,0,0,0,0,0,0,0,0,0
steam:110000114766a62,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,38,3,4,10,1,0,1,0,0,0,0,0,0
steam:1100001173b68bb,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,29,5,3,0,2,1,1,0,0,0,0,0,0
steam:1100001377e5f7f,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,26,21,0,10,0,0,0,0,0,0,0,0,0
steam:11000010cf93557,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",3,27,3,11,10,8,5,3,0,0,0,0,0,0
steam:110000132b4beb0,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",19,22,0,0,10,0,0,0,0,0,0,0,0,0
steam:11000013291f6bf,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",19,21,10,0,24,0,0,0,0,0,0,0,0,0
steam:110000139bffabf,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,23,21,3,7,7,1,2,0,0,0,0,0,0
steam:1100001176e3fa7,mp_m_freemode_01,"[1.3877787807814e-17,0.15,0.55,0.25,0.25,0,0,0,0,-0.15,0.05,0.5,0.4,0.4,0.4,0.2,0.2,0,0,0]",0,32,0,0,18,0,1,7,0,0,0,0,0,0
steam:110000133be1228,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",3,26,21,29,14,29,5,5,0,0,0,0,0,0
steam:110000116c5310d,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,0,0,0,0,0,0,0,0,0,0,0,0
steam:1100001347f7916,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,37,3,1,18,0,10,0,0,0,0,0,0,0
steam:110000137686d75,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,21,15,0,0,0,0,0,0,0,0,0,0,0
steam:11000010dbec0f1,mp_m_freemode_01,"[0.05,0,0,0,0,0,0,0.1,-1.0,0,0,0,0,0,0,0,0,0,0,0]",7,32,1,27,12,0,0,0,0,0,0,0,0,0
steam:11000010909dee8,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0.35,0,0,-1.0,-0.35,0,0,0,0,0,-0.05]",44,23,50,44,10,0,22,1,0,0,0,0,0,0
steam:11000010b613f7a,mp_m_freemode_01,"[0.85,-0.3,0.25,0.1,-0.05,-0.9,0.45,-1.0,0.9,-0.6,-1.35,-1.0,-0.7,0.25,-0.8,-0.7,-0.85,-0.45,0.8,-1.5]",44,26,3,0,12,0,5,2,0,0,0,0,0,0
steam:1100001003a9102,mp_m_freemode_01,"[0,0,0,0.1,0,0,0,0,0,0,-0.099999999999999,0,0,0,0,0,0,0,0,-1.5]",44,41,32,27,3,1,0,1,0,0,1,8,0,0
steam:11000010ce5670a,mp_m_freemode_01,"[0,0,0,0,0,0,1.75,-1.0,0,0.4,0.95,0,0,0,0,0,0,0,0,0]",0,41,0,0,8,0,0,0,0,0,0,0,0,0
steam:1100001343d5045,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,25,0,0,10,0,2,0,0,0,0,0,0,0
steam:11000011424226b,mp_f_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",21,21,8,0,0,0,1,0,0,0,0,0,0,0
steam:1100001003a9102,mp_m_freemode_01,"[0,0,0,0.1,0,0,0,0,0,0,-0.099999999999999,0,0,0,0,0,0,0,0,-1.5]",44,32,32,27,9,0,12,0,0,0,1,8,0,0
steam:1100001101366d8,mp_m_freemode_01,"[0,-0.1,-0.05,0.4,-0.4,1.1,1.75,-0.7,-0.9,0.9,0.4,-0.45,0.05,0.45,0.55,-0.25,1.3877787807814e-17,0.05,0,0.1]",0,31,9,0,8,0,1,1,0,0,0,0,0,0
steam:1100001363b31d3,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,32,16,0,12,0,0,0,0,0,0,0,0,0
steam:110000117015d2b,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,29,6,21,0,0,2,0,0,0,50,10,0,0
steam:1100001363304d1,mp_m_freemode_01,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,29,3,1,3,1,28,1,0,0,0,0,0,0
steam:110000106cd519e,mp_m_freemode_01,"[-0.3,0.35,0.45,0.5,0.65,-0.1,1.45,0.8,-1.1,0.65,0.6,0.6,-0.55,-0.15,-0.55,0.3,-0.95,1.05,0.35,-1.4]",12,22,13,0,18,0,12,0,0,0,0,0,0,0
