2204,banane,j'ai les 4k pour la batte et 12k pour deux pistolets,2019-03-17 04:15:41
2205,banane,Je suis dispo dans 10 mn,2019-03-17 04:16:28
2206,banane,Retrouve moi place centrale,2019-03-17 04:17:57
2207,banane,J'y suis,2019-03-17 04:20:24
2208,banane,Je suis devant la banque,2019-03-17 04:22:26
2209,banane,"Fais vite stp, j'ai des trucs à faire",2019-03-17 04:24:03
2210,banane,j'arrive dans 2 min max,2019-03-17 04:24:36
2211,banane,tu es où ?,2019-03-17 04:27:37
2212,banane,derriere toi,2019-03-17 04:27:47
2213,ascenseur,#Lock : Connectés,2019-03-17 12:34:57
2214,ascenseur,#Valentino,2019-03-17 12:44:44
2215,zigui,j'ai besoin de 13 000$,2019-03-17 12:52:30
2216,zigui,vous me devez bien ça,2019-03-17 12:52:57
2217,ascenseur,"hola, vous avez quoi comme armes ?",2019-03-17 13:08:21
2218,ascenseur,??,2019-03-17 13:17:06
2219,ascenseur,on se donne rdv ?,2019-03-17 13:59:08
2220,ascenseur,#Lock : Viens GS,2019-03-17 13:59:20
2221,ascenseur,gs ?,2019-03-17 13:59:43
2222,ascenseur,"#Lock : Le tieks, grove street",2019-03-17 13:59:55
2223,ascenseur,j'arrive,2019-03-17 14:02:19
2224,zigui,ils veulent le double mtn il faut faire vite,2019-03-17 14:32:54
2225,zigui,"92 , capitaine",2019-03-17 14:41:43
2226,zigui,????,2019-03-17 15:06:30
2227,zigui,on peut me repondre ?,2019-03-17 15:32:55
2228,zigui,c'est important,2019-03-17 15:33:08
2229,ascenseur,rdv au cartié a 16h,2019-03-17 15:47:03
2230,ascenseur,"#Lock : Heu, ouais je check j'te redis",2019-03-17 15:47:19
2231,ascenseur,#Lock : Va pour 16h10,2019-03-17 15:58:32
2232,ascenseur,ok,2019-03-17 15:58:46
2233,darknet,point de vente recolte et trétement des drogue dur ?,2019-03-17 16:00:57
2234,ascenseur,"Un certain tom, avec un crete, un sweet gris, et jogging blanc, ca vous dit un truc?",2019-03-17 19:21:16
2235,ascenseur,#Lock : Ouais,2019-03-17 19:21:31
2236,ascenseur,#Lock : Pourquoi sa ?,2019-03-17 19:21:46
2237,ascenseur,C'est un indic,2019-03-17 19:22:04
2238,ascenseur,#Lock : Ok merci.,2019-03-17 19:22:18
2239,ascenseur,"#Lock, ta plus de truc ? Son nom ? Surnom ?",2019-03-17 19:22:35
2240,ascenseur,il a une crete rouge qui desend tout le long de la tete.,2019-03-17 19:23:13
2241,ascenseur,#Lock tu l'as près de toi ?,2019-03-17 19:23:28
2242,ascenseur,il traine au unicorn pour proposer des objets pour se defendre,2019-03-17 19:23:29
2243,ascenseur,oui,2019-03-17 19:23:53
2244,ascenseur,mais il est en voiture,2019-03-17 19:24:01
2245,ascenseur,#lock : quel type de voiture ?,2019-03-17 19:24:21
2246,ascenseur,smart blanche,2019-03-17 19:24:44
2247,ascenseur,#Lock : reçu source sûr ?,2019-03-17 19:25:21
2248,ascenseur,"Un rdv qui nous donner, et 3min après y'a 10 flics armé qui arrrivent, et c'est le seul qui s'en sort sans rien",2019-03-17 19:27:11
2249,ascenseur,#Lock : Si tu le vois tu me le dis.,2019-03-17 19:28:43
2250,ascenseur,aucun probleme,2019-03-17 19:29:06
2251,ascenseur,"#Lock : Man si tu as pas son nom on peut rien faire, on peut pas choper tout les tom de LS",2019-03-17 19:30:20
2252,ascenseur,on pourrait le reconaitre,2019-03-17 20:58:01
2253,ascenseur,on peut avoir un rdv on est au complet,2019-03-17 22:42:31
2254,ascenseur,#Lock : Pour ?,2019-03-17 22:48:56
2255,ascenseur,pour parler bisenes,2019-03-17 22:49:20
2256,ascenseur,#Lock : Passe au tieks,2019-03-17 22:49:42
2257,ascenseur,mtn ?,2019-03-17 22:50:08
2258,ascenseur,#Lock : Comme tu veut man',2019-03-17 22:50:22
2259,ascenseur,ba ouais,2019-03-17 22:50:34
2260,ascenseur,#Lock : Pas mtn du coup jsuis occupé,2019-03-17 22:52:43
2261,ascenseur,ah ba nous on est la,2019-03-17 22:53:08
2262,ascenseur,#Lock : Attends genre 10 minutes,2019-03-17 22:53:33
2263,ascenseur,ok ok,2019-03-17 22:53:48
2264,papillon,rick,2019-03-18 22:14:52
2265,papillon,vito,2019-03-18 22:15:06
2266,papillon,pour l'instant je me fais de l'argent pour acheter un véhicule passe partout et apres je vais commencer,2019-03-18 23:19:59
2267,freeway,test,2019-03-19 01:03:41
2268,freeway,HOLA,2019-03-19 01:03:53
2269,freeway,test,2019-03-19 01:05:04
2270,freeway,hmm je vien de voir que le bisness est pas en forme du coté ou je suis vous avait des plan pour faire plus de bisness entre nous ?,2019-03-19 01:55:42
2271,lspd,...,2019-03-19 02:12:26
2272,freeway,vous éte la ?,2019-03-19 18:23:30
2273,freeway,?,2019-03-19 20:58:30
2274,freeway,On va voir,2019-03-19 20:59:26
2275,freeway,ok dite moi pour que je boss,2019-03-19 20:59:47
2276,freeway,On vous recontacte dans la soirée,2019-03-19 21:00:02
2277,freeway,ok,2019-03-19 21:00:17
2278,freeway,ver quel heure vous éte dispo,2019-03-19 21:25:12
2279,freeway,?,2019-03-19 21:53:05
2280,freeway,dans pas longtemps,2019-03-19 21:54:35
2281,freeway,on va te donner un lieu de rendez vous,2019-03-19 21:54:43
2282,freeway,et quelqu'un va venir te chercher,2019-03-19 21:54:50
2283,freeway,pqs de soucie,2019-03-19 21:55:09
2284,freeway,je vais pas tarder a aller me couché pour info*,2019-03-19 22:09:29
2285,freeway,Viens station essence 13/29,2019-03-19 22:09:52
2286,freeway,ok,2019-03-19 22:10:22
2287,yooooococd,dcs,2019-03-20 14:46:03
2288,yooooococd,d,2019-03-20 14:46:27
2289,yooooococd,ààà,2019-03-20 14:48:09
2290,freeway,bonjour j'ai les 30 000,2019-03-20 15:21:27
2291,freeway,vous éte dispo ?,2019-03-20 15:22:19
2292,freeway,?,2019-03-20 15:40:11
2293,blanchiment,"J'ai le blanchiment , tu me file 400k d'argent sale et je te le file",2019-03-20 18:04:40
2294,freeway,toujour pas dispo ?,2019-03-20 18:47:43
2295,freeway,"probleme lspd , on sera dispo dans la soirée",2019-03-20 18:48:37
2296,freeway,je voie sa pas de soucie,2019-03-20 18:49:03
2297,freeway,si c'est possible pas trop tard svp,2019-03-20 18:57:09
2298,freeway,vous éte toujour pas dispo ?,2019-03-20 19:29:07
2299,freeway,possible avoir une réponse ?,2019-03-20 20:48:02
2300,freeway,?,2019-03-20 20:55:18
2301,freeway,c'est possible d'avoir une réponse de votre  par,2019-03-20 21:06:44
2302,freeway,en ville ?,2019-03-20 21:19:43
2303,freeway,oui,2019-03-20 21:19:57
2304,chantest,yo,2019-03-20 22:20:22
2305,freeway,test,2019-03-20 22:25:51
2306,barrio,test,2019-03-20 22:26:41
2307,barrio,Polisios chez family ca arrive chez vous,2019-03-20 22:34:26
2308,barrio,gracias precise le vehicule quand tu peux,2019-03-20 22:35:22
2309,barrio,Polios chez voous mtn!!,2019-03-20 22:38:06
2310,barrio,Pollios il sont passer 3 fois il font des détoure,2019-03-20 22:40:12
2311,freeway,c'est encore moi je trouve pas le champ intiqué par vous,2019-03-20 22:57:25
2312,teamweed,test,2019-03-20 23:00:55
2313,freeway,t'es ou ?,2019-03-20 23:04:47
2314,freeway,je tes vue passé c'est bon j'ai trouver dsl du dérangement,2019-03-20 23:05:29
2315,freeway,ok np,2019-03-20 23:05:45
2316,hrp,dddd,2019-03-21 00:28:08
2317,freeway,vous éte dispo ?,2019-03-21 02:10:12
2318,reaper,Ptin sa fais flipper y a quelqu'un ici  ?,2019-03-21 17:35:46
2319,reaper,"#15 : Je vous envoie un point a rejoindre, seul, si flic mort assurer",2019-03-21 17:52:23
2320,reaper,Okay sans flic rien,2019-03-21 17:52:48
2321,reaper,#15 : Ta tout a y gagner a toi de voir !,2019-03-21 17:53:22
2322,reaper,Ouais je suis pas une balance moi,2019-03-21 17:54:02
2323,reaper,Pas que sa a faire a voir la LSPD,2019-03-21 17:54:10
2324,freeway,quelqun de vous est dispo pour le bizz,2019-03-21 18:42:41
2325,reaper,#27 Rejoigner le point envoyer par message,2019-03-21 19:09:00
2326,armes,Je veux des armes,2019-03-21 19:20:52
2327,barrio,Hola,2019-03-21 19:36:32
2328,barrio,Ce soir 21h je vous raporte beaucoup de weed je n'ai pas trouver les point mais au moin il vous restera pas grand chose à faire amigo.,2019-03-21 19:41:14
2329,barrio,La commande de weed est prete ! amigo.,2019-03-21 20:05:58
2330,reaper,Tout les points on été envoyer.,2019-03-21 20:07:22
2331,barrio,J'arrive Amigo,2019-03-21 20:24:57
2332,barrio,Ton camion de weed a était embarquer d'un coup par la fourrière,2019-03-21 20:37:48
2333,barrio,sais pa grave il y aura toujour 69 de weed traiter,2019-03-21 20:38:19
2334,barrio,21h15 les 69 joint serant pretz,2019-03-21 20:50:28
2335,barrio,Amigo!,2019-03-21 20:50:36
2336,barrio,La comande est prete!,2019-03-21 21:26:44
2337,barrio,Amigo!,2019-03-21 21:27:10
2338,barrio,Enfin les joint sont pret amigo.,2019-03-21 21:28:34
2339,barrio,7.700 D'argent sale Irooo ?,2019-03-21 21:41:49
2340,barrio,Minimum 50k Pendenjo,2019-03-21 21:42:31
2341,barrio,je vous donne l'argent maintenant ?,2019-03-21 21:47:24
2342,barrio,car des flic mon controler amigos mais il nont rien vus ouf,2019-03-21 21:47:45
2343,barrio,"Pour te faire fouiller , il faut faire délis de fuite , ou excès de vitesse a +50 de 50km/h",2019-03-21 21:48:16
2344,barrio,Fais gaffe petit les condés sont à tes trousses,2019-03-21 21:49:00
2345,barrio,ok mais il poursuive un de vos gars il me suspecte que je fait des deal avec vous donc je fait profil bas est aussi il tourne dans votre quartier,2019-03-21 21:49:24
2346,barrio,ok reste tranquille amigo ca va bien se passer,2019-03-21 21:49:59
2347,barrio,mais bon vous vous avez de quoi vous defendre,2019-03-21 21:50:02
2348,barrio,bon je fait progil bas irooo,2019-03-21 21:50:48
2349,barrio,je me cache chez mon oncle Franklin pour faire profil bas Amigoos.,2019-03-21 21:56:45
2350,freeway,dispo pour vous  voir,2019-03-21 21:56:52
2351,freeway,?,2019-03-21 21:56:58
2352,freeway,c'est possible de recupéré ?,2019-03-21 22:50:57
2353,ccgtyhujb,tttt,2019-03-22 01:42:57
2354,lp,oo,2019-03-22 05:42:38
2355,lp,1,2019-03-22 05:42:45
2356,lp,"Dis moi, t'as pas d'autre taff à nous refiler en attendant qu'on trouve comment blanchir la tune ?",2019-03-22 06:00:05
2357,lp,non mais des que tu trouve se que je tes demander tu va avoir de quoi te mettre bien en argent,2019-03-22 06:01:12
2358,lp,flic ou pas flic tu travail pour presonne,2019-03-22 06:01:46
2359,lp,SI ONT TE DE;QNDE,2019-03-22 06:02:02
2360,lp,"Tkt pas, j'ai l'habitude de ce genre de bail",2019-03-22 06:02:11
2361,lp,si ont te demande,2019-03-22 06:02:15
2362,lp,Tkt on est sur la même longueur d'onde ;),2019-03-22 06:02:24
2363,lp,niquel,2019-03-22 06:02:37
2364,lp,"Si jamais t'as du taff envois un message on est preneur, on est en règle, bagnole acheté et permis de conduire",2019-03-22 06:04:19
2365,lp,"J'suis toujours en train de chercher, je rentre à la ville dormir, je serais la demain fin d'aprèm, on est mini 3 à chercher demain, j'ai bien trouver la weed et le traitement",2019-03-22 07:10:36
2366,binouz,binouz,2019-03-22 14:51:32
2367,binouz,bierre prete dans 5 min,2019-03-22 15:25:49
2368,binouz,parfait,2019-03-22 15:27:09
2369,binouz,vous voulez que je vous rejoigne ?,2019-03-22 15:28:31
2370,binouz,banque centrale,2019-03-22 15:28:59
2371,binouz,je vous dis quand je part du traitement,2019-03-22 15:29:33
2372,binouz,je part,2019-03-22 15:43:19
2373,reaper,#15 : Mission choper un mec avec un pull jamaicain un certain diego rodriguez,2019-03-22 19:58:22
2374,plume,92,2019-03-22 19:59:45
2375,reaper,D'accord je les vue tout a l'heure je vais le choper si je le trouve de ptin de mec,2019-03-22 20:25:21
2376,reaper,#27: Il travaille en temps que brasseur,2019-03-22 20:35:11
2377,reaper,Okay jvais voir ce que je peut faire,2019-03-22 20:35:44
2378,barrio,Bammos venez au quartier je vais vous présenter un gars .,2019-03-22 20:45:18
2379,ascenseur,#Nando connecté,2019-03-22 21:44:51
2380,ascenseur,#N y'a du monde ?,2019-03-22 21:49:26
2381,reaper,#27: Tu a kidnapper la personne ou toujours pas 22 ?,2019-03-22 22:02:47
2382,reaper,Je le cherche la,2019-03-22 22:03:01
2383,reaper,#27: Je vais t'envoyer des coordonnes gps tu vient nous chercher avec un vehicule 4 place 22,2019-03-22 22:04:35
2384,reaper,J'ai pas de 4 place : /,2019-03-22 22:04:56
2385,reaper,si j'ai,2019-03-22 22:05:10
2386,reaper,rien a foutre demerde toi!,2019-03-22 22:05:17
2387,reaper,prend a boire et a manger,2019-03-22 22:05:24
2388,barrio,Amigoo l'argent sale est la !Roméo,2019-03-22 22:06:50
2389,barrio,on arrive,2019-03-22 22:07:22
2390,barrio,en est la irooo,2019-03-22 22:15:19
2391,reaper,"#27: 22 tu met ta mission en stand-by pour ce soir. Nouvelle mission, tu va aller trouver les vagos, tu negocie avec eux pour avoir le point de blanchiment en echange d'un contact pour armes lourde. Je veut que ce soit fait le plus vite possible",2019-03-22 22:18:35
2392,reaper,Okay,2019-03-22 22:19:41
2393,reaper,Hola !,2019-03-22 22:33:39
2394,barrio,les gars j'ai une infot c'est raman la balance,2019-03-22 22:34:39
2395,barrio,!Roméo,2019-03-22 22:35:00
2396,barrio,ve,2019-03-22 22:36:01
2397,reaper,Rejoigner le canal #jaunes pour la personne qui vient d'arriver,2019-03-22 22:36:32
2398,reaper,*Effacement de la discussion reaper du darkchat*,2019-03-22 22:37:09
2399,yg,Salut,2019-03-22 23:40:08
2400,yg,allo,2019-03-22 23:40:12
2401,yg,Nique le,2019-03-22 23:40:42
2402,freeway,salut je peux avoir mon du ?,2019-03-22 23:55:52
2403,lp,salut ta des news ?,2019-03-22 23:56:12
2404,freeway,?,2019-03-23 00:03:57
2405,xspw,1,2019-03-23 00:57:24
2406,xspw,2,2019-03-23 00:57:37
2407,xspw,test,2019-03-23 00:57:44
2408,lp,"Yo, toujours pas, je cherche",2019-03-23 00:58:18
2409,xspw,Gorille : C'est l'pilote qui écriss ?,2019-03-23 00:58:38
2410,xspw,Guy / tu saurais nous avoir un pistolet ?,2019-03-23 01:13:41
2411,xspw,uai,2019-03-23 01:15:45
2412,xspw,On a les 10k tu serais disponible amigo ?,2019-03-23 01:16:09
2413,xspw,je vais me liberer,2019-03-23 01:16:45
2414,xspw,"A ton aise, dis nous quand tu es dispo",2019-03-23 01:17:13
2415,xspw,ya un coiffeur a droite des taxis rdv la bas,2019-03-23 01:37:08
2416,xspw,ok,2019-03-23 01:37:25
2417,radiateur,92,2019-03-23 03:29:15
2418,radiateur,Test ( Mr Marte ),2019-03-23 03:29:19
2419,xspw,Tout le monde est sortit ?,2019-03-23 03:49:02
2420,xspw,Chapo ?,2019-03-23 03:51:11
2421,plume,toujour aucun contacte je vous tiendrais au courant dès qu'il se manifestera,2019-03-23 08:13:31
2422,binouz,bonjour vous etes en ville ? n'hesitez pas si vous ou des amis avez besoin de bière ou autre chose je suis dispo aujourd'hui,2019-03-23 13:18:17
2423,barrio,Hollaa ici Roméo je suis en ville.,2019-03-23 14:33:08
2424,barrio,Irooo les gars vous avez du nouveaux sur la poucave ?,2019-03-23 14:35:43
2425,sombre,Giorno,2019-03-23 14:46:36
2426,sombre,cest good?,2019-03-23 14:49:13
2427,sombre,"Yes on est protéger sur ce truc, dis moi ?",2019-03-23 14:49:26
2428,sombre,on remplis 3 camion de coco la,2019-03-23 14:49:46
2429,sombre,"Wow a ouais d'accord, faudrait qu'on ce capte c'est pas mal ça, c'est avec le mec d'hier ?",2019-03-23 14:50:06
2430,sombre,non d'autre type,2019-03-23 14:50:18
2431,sombre,Ça m'intéresse,2019-03-23 14:50:29
2432,sombre,Faudrait qu'on ce capte t'es dispo dans combien de temps ?,2019-03-23 14:51:11
2433,sombre,un de de temps la on commence a charger,2019-03-23 14:51:36
2434,sombre,Vas-y vous remplissez le camion des brasseurs ou ?,2019-03-23 14:51:58
2435,sombre,Ou un camion camion,2019-03-23 14:52:06
2436,sombre,camion de brasseur mais vasy on ce capte apres je te donnerais toute les infos,2019-03-23 14:52:35
2437,sombre,vasy tu m'a chauffer j''suis prêt à l'faire*,2019-03-23 14:53:03
2438,sombre,jte dis quand on a finis tinquiete,2019-03-23 14:53:32
2439,sombre,ca va gros mais te mouille pas trop sinon tu risque d'être choppé,2019-03-23 14:54:02
2440,sombre,j'm'occuperais de faire la sale partie du taff,2019-03-23 14:54:08
2441,sombre,vasy je vois avec eu si tu peut prendre mon relais,2019-03-23 14:54:40
2442,sombre,attend 2 min je te dis,2019-03-23 14:55:09
2443,freeway,bonjour les poussin jaune j'ai un de vos copain dite moi des que vous éte la,2019-03-23 14:55:11
2444,sombre,pas de soucis toi t'es l'image du groupe,2019-03-23 14:55:15
2445,sombre,station essence au nord de la brasserie sur l'autoroute viens avec un camion,2019-03-23 14:58:18
2446,sombre,Pas de soucis,2019-03-23 14:58:34
2447,sombre,Tout au nord M,2019-03-23 14:59:38
2448,sombre,a droite de la ville du nord,2019-03-23 15:00:04
2449,sombre,20,2019-03-23 15:00:15
2450,sombre,Mont chillid ou grand senora ?,2019-03-23 15:00:32
2451,sombre,autoroute est station essence avant darriver sur la ville,2019-03-23 15:01:11
2452,sombre,ok,2019-03-23 15:01:21
2453,lp,ok cherche encore,2019-03-23 15:01:32
2454,lp,je vais avoir besoin de main armé tu est pré ?,2019-03-23 15:02:08
2455,sombre,J'suis sur la route encore quelques minutes,2019-03-23 15:06:29
2456,sombre,ok,2019-03-23 15:06:42
2457,sombre,vous êtes combien,2019-03-23 15:07:29
2458,sombre,4,2019-03-23 15:07:50
2459,sombre,ok,2019-03-23 15:11:25
2460,sombre,tu as recup ton camion?,2019-03-23 15:11:47
2461,sombre,oui un autre camion,2019-03-23 15:12:05
2462,sombre,vasy je t'attend,2019-03-23 15:12:23
2463,sombre,jfais ca vite,2019-03-23 15:12:47
2464,sombre,ok,2019-03-23 15:12:58
2465,sombre,tes a lautre bout du monde ou quoi?,2019-03-23 15:16:50
2466,sombre,??,2019-03-23 15:19:43
2467,sombre,je suisz la,2019-03-23 15:20:51
2468,sombre,je te vois pas tu tes tromper,2019-03-23 15:21:19
2469,sombre,station essence et superette,2019-03-23 15:22:02
2470,sombre,Merde,2019-03-23 15:22:07
2471,sombre,ok,2019-03-23 15:22:08
2472,sombre,mont chilliad,2019-03-23 15:22:10
2473,sombre,ok,2019-03-23 15:22:21
2474,sombre,Je connais le gars qui l'accompagne le rital,2019-03-23 15:29:26
2475,sombre,ta confiance?,2019-03-23 15:29:52
2476,sombre,MOINDRE GALERE TU ME DIS JE DEBARQUE,2019-03-23 15:30:35
2477,sombre,escuse pour les MAJ,2019-03-23 15:30:46
2478,sombre,Confiance je sais pas mais je sais avec qui il traine,2019-03-23 15:30:56
2479,sombre,ok parfait,2019-03-23 15:31:06
2480,premiereligue,Test,2019-03-23 15:34:20
2481,premiereligue,!White,2019-03-23 15:34:30
2482,sombre,tout est bon pour le moment?,2019-03-23 15:36:08
2483,sombre,Pour le moment oui on fini de charger ma voiture*,2019-03-23 15:36:19
2484,sombre,ok dis moi ou vous serez au traitement si jamais il y a besoin que je vienne,2019-03-23 15:36:51
2485,sombre,Tkt,2019-03-23 15:37:14
2486,sombre,Je te tient au courant,2019-03-23 15:37:38
2487,sombre,alors c'est ou?,2019-03-23 15:56:53
2488,best,heyy,2019-03-23 15:59:12
2489,sombre,??,2019-03-23 15:59:13
2490,sombre,pas de news ca va au moins il n'y a pas eu de galere?,2019-03-23 16:29:10
2491,sombre,non non mais le mec met du temps a vendre je sais pas pourquoi,2019-03-23 16:30:07
2492,sombre,vous ete ou la ? dis moi si jamais des gars te tmbe dessus,2019-03-23 16:30:41
2493,sombre,j'arrive pas à lire a cause du texte mdr,2019-03-23 16:30:58
2494,sombre,jai le meme probleme lol,2019-03-23 16:31:32
2495,sombre,go sms,2019-03-23 16:31:40
2496,freeway,vous éte la,2019-03-23 17:40:06
2497,barrio,vous ete disponible j'ai un truc à vous dire irooo White!,2019-03-23 17:41:54
2498,barrio,les gars je suis avec raman,2019-03-23 18:19:37
2499,barrio,venez au quartier,2019-03-23 18:19:47
2500,barrio,venez les gars,2019-03-23 18:23:25
2501,barrio,les gars venez au quratier,2019-03-23 18:54:46
2502,ascenseur,#Nando connecté,2019-03-23 20:21:32
2503,freeway,bonjour les vagos comment sava,2019-03-23 20:45:06
2504,premiereligue,salut les gars je suis la =White,2019-03-23 20:47:25
2505,freeway,sa veux pas répondre ?,2019-03-23 20:50:35
2506,lp,tu est dispo ?,2019-03-23 20:50:46
2507,barrio,vous me resevez les gars j'ai des infot beaucoup d'infot =Roméo,2019-03-23 20:52:46
2508,barrio,dit nous tout,2019-03-23 20:53:40
2509,barrio,je vois pas votre message ?,2019-03-23 20:54:22
2510,barrio,repeter svp ? irooooo,2019-03-23 20:54:30
2511,barrio,dit moi puto,2019-03-23 20:54:46
2512,barrio,à ok j'arrive au quartier,2019-03-23 20:54:48
2513,barrio,je déclare la mort de white dans les jour a venir,2019-03-23 20:56:27
2514,freeway,bon les poussin jaune j'ai pas votre temps dépéché vous sinon votre hérmano meurt,2019-03-23 21:00:31
2515,lp,?,2019-03-23 21:00:43
2516,barrio,venez puto,2019-03-23 21:16:05
2517,barrio,les gars j'ai des infot sur les type venez au quartier,2019-03-23 21:18:09
2518,freeway,je ne voie pas votre message,2019-03-23 21:18:55
2519,freeway,sq ne vous inquiéte pas qu'il y a un de vos frére qui va mourir ?,2019-03-23 21:21:48
2520,premiereligue,c'est une ruse je vais vous emener un autre vagos,2019-03-23 21:23:22
2521,freeway,merci de me répondre :::::::!!!!!!!!!!!!!!!!,2019-03-23 21:51:56
2522,barrio,vien au quartier mtn,2019-03-23 22:06:21
2523,ccphc,1,2019-03-23 22:41:48
2524,ccphc,1,2019-03-23 22:41:57
2525,ccphc,alors tu le sens bien le mec ?,2019-03-23 23:06:41
2526,ccphc,Uai,2019-03-23 23:07:02
2527,ccphc,cool,2019-03-23 23:07:18
